-,-1.342377670367986
wari,-4.311673412418437
truffaut,1.4174404367837288
sencillament,2.144071800764857
topnotch,2.0206722776889796
semicoher,-1.0955738546551537
'stoke,1.7988706419605072
largeformat,0.4363990642460142
arch,1.8566639366534399
duct,-4.038895877986406
exhaustingli,-0.6880120884937381
garcía,1.8555107619408473
sunni,2.269158350668024
email,-4.5599488677005775
'artístico',-1.1568980523852608
insepar,0.534370585993353
sepiatint,-1.9895988568711738
bullock',-1.4572547447410464
salma,1.9714038133039247
cruelli,-0.11142743516303548
preshoot,-1.16936216414232
poo,-2.770467981308896
[roman,1.7049830836656534
ambition&#,-2.070084129382338
europ,0.7384751217260308
duración,2.144553329984749
second,2.51713777418563
boorish,-2.445175261319245
family',6.117529413180102
dystopia,0.9371599249269031
postcard,-7.907515996212586
romanc,-2.52253387654375
tenaci,1.0984664020428003
unreliev,2.8349208786911055
shadowi,0.745548677401361
borrow,2.5147953321276364
grimi,2.7656055762253455
abridg,-2.1600122969302786
see',0.12935271084960015
howlingli,2.142864103813545
cash,0.19453646637112684
sexaswar,-2.9644544367910166
delv,2.7648943943178423
back,-0.4407792933521536
teenexploit,-1.4038037790263804
siev,1.8355300704154685
tighter,-0.401107194292014
racism,2.751371744102883
fai,-2.0090503036499885
soldier,0.8309179058922451
ballsi,-0.37792486336246134
outnumb,-0.26771452701044984
perplex,-6.187302194334825
spaghetti,1.0802591638518984
nolan,1.5312866351438763
undead,1.1326486139193042
languidli,0.7378824537741853
criticproof,-0.19040539246297708
methodolog,-2.5152204060892402
minkoff,1.9293525165519092
sweetheart,-0.44864557037584146
omnisci,0.22184355981752946
finch',1.4538567882997184
uppercrust,-2.219515793799364
coy,0.569512874284259
xtc,-0.1126563184926616
showstoppingli,0.6272597651105429
mettl,1.59379350341251
galan,-1.9163128879512368
sheerli,0.27515281487284005
western,9.440684858516827
martin',0.8198739452661633
stallone',-2.3715304938557664
hogan',1.5337622524195726
sa,3.0702483857560336
groantoguffaw,3.6976995877891334
week',-5.336823776331158
pseudohip,-0.44326679410268144
familia,0.8869050709904014
georgian,-2.93631599511328
spinoff,-5.29937114353689
xiaoshuai,0.5003519678794952
vacuou,-1.8122998956500604
noel,0.32039553258937975
prospect,-2.178397351481454
leap,4.725142553926496
shield,2.084661215561788
drung,-1.8480249958063681
eighti,0.05948344203903869
loiter,-1.3647407190950493
uselessli,-1.4203146817123795
incorpor,0.21745373503535165
larki,2.8441556403756705
unlock,-1.1020465633600693
gullibl,0.23350646598113212
friggin',-1.8901844100507623
hjelj,0.9555311526152634
[solondz's],-1.7813962353207495
rehash,-9.645077665387587
surveil,-0.13665511182069087
monster,-0.16259807136335058
sla,-1.4932415172307538
hotblood,1.9269009989408223
kendal,-0.6031534267089955
higher,7.534952584916619
bear,-5.712732373854307
cahil,0.41616197840935193
'best,-4.235260224893765
block,-4.260025280788535
hopkins/rock,1.5056362278123108
despis,-1.9408031528296772
meaningless,-3.4810444870385733
majid,2.9481862553339835
[b]ut,-0.6309563299534128
[taylor],-4.735522839157339
teleprompt,-0.2808110274700528
drabli,1.8539067798035442
inhal,-1.9825248677809453
attent,0.8848588866283765
dictatormadman,-1.8270440734880335
part,5.036571566582333
unlik,1.5038800015481764
keep'emguess,3.165643895837828
[kim],-1.6609508397698851
ink,-0.4776980600893791
thunderstorm,-1.6416432248114528
train,2.2157778829568
injur,-2.0878072342264766
meter,-0.9936914002052968
alex,-1.8369982033293135
shockwav,0.5564498289782049
hanki,2.4770785324493176
hackandslash,8.279757338191068
hammili,-1.5627271492580994
prowildlif,5.033386125673465
yawn,1.4500857350983605
digniti,-0.44602925223138845
hiddenagenda,1.236767683385621
duma,0.49291729756523645
nubil,-0.2422987594372856
godfath,4.9600611544737125
ether,-0.3111946228788052
supercool,3.4905724497670634
eastwood',0.4273922394385155
clichebound,-0.9622579653395783
wilson',1.4292492536499362
snipes',-0.16288033281101824
similarli,3.7587582587480575
grandiosa,1.943467890137904
tackl,2.2248655015854273
toughest,2.257550506384537
scrap,2.1438718838486954
avoid,-1.0507625466728205
